"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0001816","cytokine production","13/40","150/1855",0.0866666666666667,4.01916666666667,5.72422995134766,6.71219649515619e-06,9.92566056721222e-05,7.98398109423842e-05,"CD81/CD83/IL23A/IRF1/CEBPB/ICOSLG/XBP1/RELB/NCKAP1L/EBI3/CD276/PNP/GPNMB",13
"BP","GO:0050864","regulation of B cell activation","6/40","24/1855",0.25,11.59375,7.75278453899115,6.91244906325233e-06,0.000100955891874414,8.12066790536726e-05,"CD81/ZFP36L2/IL4I1/XBP1/NCKAP1L/RIF1",6
"BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/40","38/1855",0.184210526315789,8.54276315789474,6.97254541460402,9.72338146669908e-06,0.000138587473194036,0.00011147668796317,"CD81/IL7R/IL23A/IL4I1/NECTIN2/NCKAP1L/RIF1",7
"BP","GO:0050851","antigen receptor-mediated signaling pathway","7/40","38/1855",0.184210526315789,8.54276315789474,6.97254541460402,9.72338146669908e-06,0.000138587473194036,0.00011147668796317,"CD81/LCP2/NECTIN2/ICOSLG/NCKAP1L/CD276/LAT2",7
"BP","GO:0002456","T cell mediated immunity","6/40","26/1855",0.230769230769231,10.7019230769231,7.39408083374603,1.14532843084097e-05,0.00016130042067677,0.000129746478882235,"CD81/IL7R/IL23A/IL4I1/NECTIN2/NCKAP1L",6
"BP","GO:0002703","regulation of leukocyte mediated immunity","7/40","40/1855",0.175,8.115625,6.75229299895981,1.39157391761136e-05,0.000193674346415793,0.000155787346318349,"CD81/IL7R/IL23A/IL4I1/NECTIN2/NCKAP1L/RIF1",7
"BP","GO:0008285","negative regulation of cell population proliferation","10/40","99/1855",0.101010101010101,4.68434343434343,5.59193343925045,2.64649230451354e-05,0.00036404655770227,0.000292830972249724,"CDK6/TSC22D1/LMNA/IRF1/CEBPB/IL4I1/RASSF5/TNFRSF9/SKAP2/GPNMB",10
"BP","GO:0050776","regulation of immune response","13/40","172/1855",0.0755813953488372,3.50508720930233,5.11907580593747,3.09308180759383e-05,0.000420588020503851,0.000338311670183282,"CD81/IL7R/IL23A/IRF1/LCP2/IL4I1/NECTIN2/ICOSLG/XBP1/NCKAP1L/RIF1/CD276/LAT2",13
"BP","GO:0051241","negative regulation of multicellular organismal process","12/40","153/1855",0.0784313725490196,3.63725490196078,5.05434161267588,4.74235007280912e-05,0.000637522742742408,0.00051280914662912,"CD83/IL23A/CDK6/TSC22D1/LMNA/IRF1/CEBPB/IL4I1/RELB/NCKAP1L/RASSF5/GPNMB",12
"BP","GO:0002697","regulation of immune effector process","8/40","66/1855",0.121212121212121,5.62121212121212,5.67373760753187,5.20458648037569e-05,0.00069180065239151,0.000556469092638631,"CD81/IL7R/IL23A/IL4I1/NECTIN2/XBP1/NCKAP1L/RIF1",8
"BP","GO:0001914","regulation of T cell mediated cytotoxicity","4/40","11/1855",0.363636363636364,16.8636363636364,7.83186470123218,5.4955635873461e-05,0.000699059325143058,0.000562307807918605,"IL7R/IL23A/NECTIN2/NCKAP1L",4
"BP","GO:0046633","alpha-beta T cell proliferation","4/40","11/1855",0.363636363636364,16.8636363636364,7.83186470123218,5.4955635873461e-05,0.000699059325143058,0.000562307807918605,"CD81/IL23A/IRF1/EBI3",4
"BP","GO:0046640","regulation of alpha-beta T cell proliferation","4/40","11/1855",0.363636363636364,16.8636363636364,7.83186470123218,5.4955635873461e-05,0.000699059325143058,0.000562307807918605,"CD81/IL23A/IRF1/EBI3",4
"BP","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","4/40","11/1855",0.363636363636364,16.8636363636364,7.83186470123218,5.4955635873461e-05,0.000699059325143058,0.000562307807918605,"CD81/CD83/IL23A/NCKAP1L",4
"BP","GO:0010720","positive regulation of cell development","8/40","71/1855",0.112676056338028,5.22535211267606,5.38816890452827,8.9094904883105e-05,0.00112126885613525,0.000901923785154836,"CD83/IL7R/IL23A/IL4I1/XBP1/NCKAP1L/ARID1B/PNP",8
"BP","GO:0050778","positive regulation of immune response","11/40","138/1855",0.0797101449275362,3.69655797101449,4.88664401842943,9.22607643789755e-05,0.00114888930800345,0.000924141063696331,"CD81/IL23A/IRF1/LCP2/NECTIN2/ICOSLG/XBP1/NCKAP1L/RIF1/CD276/LAT2",11
"BP","GO:0001913","T cell mediated cytotoxicity","4/40","13/1855",0.307692307692308,14.2692307692308,7.12556254059046,0.000115400138262126,0.00142206628712599,0.00114387856347546,"IL7R/IL23A/NECTIN2/NCKAP1L",4
"BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","5/40","25/1855",0.2,9.275,6.18242715287529,0.000139751579488454,0.00170439297458599,0.00137097588559481,"CD83/IL23A/RELB/NCKAP1L/JAK1",5
"BP","GO:0050871","positive regulation of B cell activation","4/40","14/1855",0.285714285714286,13.25,6.82841264912942,0.000159051507133301,0.0019199789075377,0.00154438842587007,"CD81/XBP1/NCKAP1L/RIF1",4
"BP","GO:0008284","positive regulation of cell population proliferation","11/40","147/1855",0.0748299319727891,3.4702380952381,4.63233645078635,0.000165301752880862,0.00197494254050939,0.00158859995250299,"CD81/IL7R/IL23A/CDK6/TSC22D1/ICOSLG/XBP1/NCKAP1L/EBI3/CD276/PNP",11
"BP","GO:0002683","negative regulation of immune system process","9/40","99/1855",0.0909090909090909,4.21590909090909,4.88096452014082,0.000167614752896944,0.00197494254050939,0.00158859995250299,"IL7R/CDK6/TSC22D1/IRF1/CEBPB/IL4I1/NCKAP1L/RASSF5/GPNMB",9
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/40","58/1855",0.120689655172414,5.59698275862069,5.27909380367706,0.000168613014870202,0.00197494254050939,0.00158859995250299,"CD81/LCP2/NECTIN2/ICOSLG/NCKAP1L/CD276/LAT2",7
"BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","7/40","59/1855",0.11864406779661,5.5021186440678,5.21598484984116,0.000188290658372444,0.00218380243975099,0.00175660222052311,"CD81/LCP2/NECTIN2/ICOSLG/NCKAP1L/CD276/LAT2",7
"BP","GO:0001819","positive regulation of cytokine production","9/40","101/1855",0.0891089108910891,4.13242574257426,4.80477685294164,0.000195970787968057,0.00225081011811856,0.00181050170999616,"CD81/CD83/IL23A/IRF1/CEBPB/XBP1/EBI3/CD276/PNP",9
"BP","GO:0032945","negative regulation of mononuclear cell proliferation","4/40","15/1855",0.266666666666667,12.3666666666667,6.56018955187438,0.000213521414366258,0.00238297955844607,0.00191681587474774,"CEBPB/IL4I1/RASSF5/GPNMB",4
"BP","GO:0046638","positive regulation of alpha-beta T cell differentiation","4/40","15/1855",0.266666666666667,12.3666666666667,6.56018955187438,0.000213521414366258,0.00238297955844607,0.00191681587474774,"CD83/IL23A/NCKAP1L/PNP",4
"BP","GO:0050672","negative regulation of lymphocyte proliferation","4/40","15/1855",0.266666666666667,12.3666666666667,6.56018955187438,0.000213521414366258,0.00238297955844607,0.00191681587474774,"CEBPB/IL4I1/RASSF5/GPNMB",4
"BP","GO:0045595","regulation of cell differentiation","13/40","207/1855",0.0628019323671498,2.91243961352657,4.3325226900299,0.000221880839312686,0.00245313114866268,0.00197324425714381,"CD83/IL7R/IL23A/CDK6/TSC22D1/IRF1/ZFP36L2/CEBPB/IL4I1/XBP1/NCKAP1L/ARID1B/PNP",13
"BP","GO:0050852","T cell receptor signaling pathway","5/40","28/1855",0.178571428571429,8.28125,5.76185374946198,0.000246482051435472,0.00269989135970522,0.00217173269490903,"CD81/LCP2/NECTIN2/ICOSLG/CD276",5
"BP","GO:0033077","T cell differentiation in thymus","4/40","16/1855",0.25,11.59375,6.31633844419323,0.000280276653937081,0.00304190166612446,0.00244683819564578,"IL7R/CDK6/ZFP36L2/TNFRSF9",4
"BP","GO:0051250","negative regulation of lymphocyte activation","5/40","29/1855",0.172413793103448,7.99568965517241,5.63541226910372,0.000293139100723749,0.00315257778323814,0.00253586360817483,"IRF1/CEBPB/IL4I1/RASSF5/GPNMB",5
"BP","GO:0002286","T cell activation involved in immune response","5/40","30/1855",0.166666666666667,7.72916666666667,5.51489215083119,0.000346223886769399,0.00368993565809188,0.00296810235789034,"CD81/IL23A/RELB/NCKAP1L/JAK1",5
"BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","4/40","17/1855",0.235294117647059,10.9117647058824,6.09325336323916,0.000360828590655997,0.00377752409509774,0.00303855655289261,"IL7R/IL23A/NECTIN2/NCKAP1L",4
"BP","GO:0070664","negative regulation of leukocyte proliferation","4/40","17/1855",0.235294117647059,10.9117647058824,6.09325336323916,0.000360828590655997,0.00377752409509774,0.00303855655289261,"CEBPB/IL4I1/RASSF5/GPNMB",4
"BP","GO:0002695","negative regulation of leukocyte activation","5/40","31/1855",0.161290322580645,7.47983870967742,5.3998186154163,0.000406300873295243,0.0041795994183328,0.00336197702021876,"IRF1/CEBPB/IL4I1/RASSF5/GPNMB",5
"BP","GO:0030183","B cell differentiation","5/40","31/1855",0.161290322580645,7.47983870967742,5.3998186154163,0.000406300873295243,0.0041795994183328,0.00336197702021876,"ZFP36L2/IL4I1/XBP1/NCKAP1L/IRF2BP2",5
"BP","GO:0031341","regulation of cell killing","4/40","18/1855",0.222222222222222,10.3055555555556,5.88803694762972,0.000456725840362482,0.00465781611335187,0.00374664391731111,"IL7R/IL23A/NECTIN2/NCKAP1L",4
"BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","4/40","19/1855",0.210526315789474,9.76315789473684,5.69833063571048,0.000569547362445038,0.00575875666472205,0.00463221606523,"CD81/CD83/IL23A/NCKAP1L",4
"BP","GO:0022408","negative regulation of cell-cell adhesion","5/40","34/1855",0.147058823529412,6.81985294117647,5.08326841152098,0.000634424912917675,0.00636037857611534,0.00511614737981783,"IRF1/CEBPB/IL4I1/SWAP70/GPNMB",5
"BP","GO:0050793","regulation of developmental process","16/40","329/1855",0.0486322188449848,2.25531914893617,3.72581581438938,0.000681979348902309,0.00677844845435909,0.00545243351224863,"CD83/IL7R/IL23A/CDK6/TSC22D1/IRF1/ZFP36L2/CEBPB/IL4I1/XBP1/NCKAP1L/RIF1/ARID1B/PNP/GPNMB/JAK1",16
"BP","GO:0048584","positive regulation of response to stimulus","17/40","364/1855",0.0467032967032967,2.16586538461538,3.68219533922753,0.000687585642031354,0.00677844845435909,0.00545243351224863,"CD81/IL7R/IL23A/TSC22D1/IRF1/LCP2/CEBPB/NECTIN2/ICOSLG/XBP1/NCKAP1L/RIF1/CD276/LAT2/SWAP70/ARID1B/GPNMB",17
"BP","GO:0016064","immunoglobulin mediated immune response","4/40","20/1855",0.2,9.275,5.52219211956548,0.000700895948202916,0.00685256121259545,0.00551204817029522,"CD81/NECTIN2/RIF1/SWAP70",4
"BP","GO:0050866","negative regulation of cell activation","5/40","35/1855",0.142857142857143,6.625,4.98617366774187,0.000728502389996125,0.0070640846505362,0.00568219292973682,"IRF1/CEBPB/IL4I1/RASSF5/GPNMB",5
"BP","GO:0045597","positive regulation of cell differentiation","9/40","121/1855",0.0743801652892562,3.44938016528926,4.13590810936312,0.000774094930879666,0.00744515693683451,0.00598871902024149,"CD83/IL7R/IL23A/CEBPB/IL4I1/XBP1/NCKAP1L/ARID1B/PNP",9
"BP","GO:0002708","positive regulation of lymphocyte mediated immunity","4/40","21/1855",0.19047619047619,8.83333333333333,5.35800525396889,0.0008523920891091,0.00800301461441322,0.00643744735634609,"CD81/IL23A/NECTIN2/RIF1",4
"BP","GO:0019724","B cell mediated immunity","4/40","21/1855",0.19047619047619,8.83333333333333,5.35800525396889,0.0008523920891091,0.00800301461441322,0.00643744735634609,"CD81/NECTIN2/RIF1/SWAP70",4
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","4/40","21/1855",0.19047619047619,8.83333333333333,5.35800525396889,0.0008523920891091,0.00800301461441322,0.00643744735634609,"CD83/IL23A/NCKAP1L/PNP",4
"BP","GO:0002757","immune response-activating signaling pathway","8/40","100/1855",0.08,3.71,4.1350167808168,0.000984383605925596,0.00916949453393685,0.0073757379175859,"CD81/IRF1/LCP2/NECTIN2/ICOSLG/NCKAP1L/CD276/LAT2",8
"BP","GO:0042088","T-helper 1 type immune response","3/40","10/1855",0.3,13.9125,6.07657265803899,0.0010044914185087,0.00928369803199834,0.00746760067707123,"IL23A/RELB/EBI3",3
"BP","GO:0050868","negative regulation of T cell activation","4/40","22/1855",0.181818181818182,8.43181818181818,5.20441272405278,0.00102566820956032,0.00940593404581289,0.00756592461397415,"IRF1/CEBPB/IL4I1/GPNMB",4
"BP","GO:0002764","immune response-regulating signaling pathway","8/40","102/1855",0.0784313725490196,3.63725490196078,4.06637832662935,0.00112374552243314,0.0102260842541415,0.00822563524113,"CD81/IRF1/LCP2/NECTIN2/ICOSLG/NCKAP1L/CD276/LAT2",8
"BP","GO:0051094","positive regulation of developmental process","11/40","183/1855",0.0601092896174863,2.78756830601093,3.78021586210385,0.00114121720397271,0.0103058011625932,0.00828975775324491,"CD83/IL7R/IL23A/CEBPB/IL4I1/XBP1/NCKAP1L/RIF1/ARID1B/PNP/JAK1",11
"BP","GO:0007166","cell surface receptor signaling pathway","16/40","346/1855",0.046242774566474,2.14450867052023,3.50315265319532,0.00121677762340264,0.0108229167555287,0.00870571406059347,"CD81/IL7R/IL23A/CDK6/TSC22D1/LMNA/IRF1/LCP2/NECTIN2/ICOSLG/XBP1/NCKAP1L/EBI3/CD276/LAT2/JAK1",16
"BP","GO:0010558","negative regulation of macromolecule biosynthetic process","16/40","346/1855",0.046242774566474,2.14450867052023,3.50315265319532,0.00121677762340264,0.0108229167555287,0.00870571406059347,"CD83/IL23A/HNRNPC/CDK6/LMNA/IKZF1/IRF1/ZFP36L2/CEBPB/XBP1/RELB/NCKAP1L/RIF1/IRF2BP2/PAIP1/GPNMB",16
"BP","GO:0002707","negative regulation of lymphocyte mediated immunity","3/40","11/1855",0.272727272727273,12.6477272727273,5.75047372404225,0.00136056733699691,0.0119226011827211,0.00959027581009909,"IL7R/IL4I1/NCKAP1L",3
"BP","GO:0042130","negative regulation of T cell proliferation","3/40","11/1855",0.272727272727273,12.6477272727273,5.75047372404225,0.00136056733699691,0.0119226011827211,0.00959027581009909,"CEBPB/IL4I1/GPNMB",3
"BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/40","24/1855",0.166666666666667,7.72916666666667,4.92458093627167,0.00144411758048557,0.0124700080125141,0.0100305977161656,"CD81/IL23A/NECTIN2/RIF1",4
"BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","4/40","24/1855",0.166666666666667,7.72916666666667,4.92458093627167,0.00144411758048557,0.0124700080125141,0.0100305977161656,"IRF1/CEBPB/IL4I1/GPNMB",4
"BP","GO:0031327","negative regulation of cellular biosynthetic process","16/40","352/1855",0.0454545454545455,2.10795454545455,3.42736479041133,0.00147727540029867,0.0126638898445893,0.010186551959344,"CD83/IL23A/HNRNPC/CDK6/LMNA/IKZF1/IRF1/ZFP36L2/CEBPB/XBP1/RELB/NCKAP1L/RIF1/IRF2BP2/PAIP1/GPNMB",16
"BP","GO:0002821","positive regulation of adaptive immune response","4/40","25/1855",0.16,7.42,4.7965175010827,0.00169256824734216,0.0144050952273797,0.0115871389291731,"CD81/IL23A/NECTIN2/RIF1",4
"BP","GO:0002699","positive regulation of immune effector process","5/40","42/1855",0.119047619047619,5.52083333333333,4.398360127534,0.00170820799749795,0.0144343575788577,0.0116106769153244,"CD81/IL23A/NECTIN2/XBP1/RIF1",5
"BP","GO:0009890","negative regulation of biosynthetic process","16/40","357/1855",0.0448179271708683,2.07843137254902,3.36524943998109,0.00172970169995951,0.0145123199365397,0.0116733881057364,"CD83/IL23A/HNRNPC/CDK6/LMNA/IKZF1/IRF1/ZFP36L2/CEBPB/XBP1/RELB/NCKAP1L/RIF1/IRF2BP2/PAIP1/GPNMB",16
"BP","GO:0002253","activation of immune response","8/40","111/1855",0.0720720720720721,3.34234234234234,3.77733205506556,0.00196061273465759,0.0163338370781685,0.0131385760721309,"CD81/IRF1/LCP2/NECTIN2/ICOSLG/NCKAP1L/CD276/LAT2",8
"BP","GO:0030099","myeloid cell differentiation","7/40","88/1855",0.0795454545454545,3.68892045454545,3.83572587342989,0.00220616338713143,0.0182509880208145,0.0146806897457991,"CD81/IL23A/CDK6/IKZF1/CEBPB/RELB/NCKAP1L",7
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","4/40","27/1855",0.148148148148148,6.87037037037037,4.56043042755131,0.00227606369547556,0.0186712518620475,0.015018740653371,"CD81/IL23A/NECTIN2/RIF1",4
"BP","GO:0002704","negative regulation of leukocyte mediated immunity","3/40","13/1855",0.230769230769231,10.7019230769231,5.20992217641723,0.00228853044801089,0.0186712518620475,0.015018740653371,"IL7R/IL4I1/NCKAP1L",3
"BP","GO:0002573","myeloid leukocyte differentiation","5/40","45/1855",0.111111111111111,5.15277777777778,4.18554684765239,0.00233933199844847,0.0189549983161955,0.0152469800043073,"CD81/IL23A/CDK6/CEBPB/RELB",5
"BP","GO:0001909","leukocyte mediated cytotoxicity","4/40","28/1855",0.142857142857143,6.625,4.45121748885475,0.00261432730281558,0.0210391101988492,0.0169233933529917,"IL7R/IL23A/NECTIN2/NCKAP1L",4
"BP","GO:0002711","positive regulation of T cell mediated immunity","3/40","14/1855",0.214285714285714,9.9375,4.98195412666075,0.0028692974318866,0.0226291924128123,0.0182024201994771,"CD81/IL23A/NECTIN2",3
"BP","GO:0032729","positive regulation of type II interferon production","3/40","14/1855",0.214285714285714,9.9375,4.98195412666075,0.0028692974318866,0.0226291924128123,0.0182024201994771,"IL23A/EBI3/CD276",3
"BP","GO:0050853","B cell receptor signaling pathway","3/40","14/1855",0.214285714285714,9.9375,4.98195412666075,0.0028692974318866,0.0226291924128123,0.0182024201994771,"CD81/NCKAP1L/LAT2",3
"BP","GO:0045935","positive regulation of nucleobase-containing compound metabolic process","14/40","309/1855",0.0453074433656958,2.10113268608414,3.14673880101968,0.00347924557834708,0.0272579305906265,0.0219256744707268,"EIF1/CD81/IL23A/TSC22D1/IRF1/ZFP36L2/CEBPB/IL4I1/XBP1/RELB/RIF1/ARID1B/PAIP1/RBM23",14
"BP","GO:0007162","negative regulation of cell adhesion","5/40","50/1855",0.1,4.6375,3.86986617599905,0.00374751562897986,0.028986843100061,0.0233163733260268,"IRF1/CEBPB/IL4I1/SWAP70/GPNMB",5
"BP","GO:0051254","positive regulation of RNA metabolic process","13/40","277/1855",0.0469314079422383,2.1764440433213,3.15067934677365,0.00374893237050663,0.028986843100061,0.0233163733260268,"EIF1/CD81/IL23A/TSC22D1/IRF1/ZFP36L2/CEBPB/IL4I1/XBP1/RELB/ARID1B/PAIP1/RBM23",13
"BP","GO:0002312","B cell activation involved in immune response","3/40","16/1855",0.1875,8.6953125,4.58819569876868,0.00428392561680429,0.0326960258366417,0.0262999576067306,"XBP1/RIF1/SWAP70",3
"BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","3/40","16/1855",0.1875,8.6953125,4.58819569876868,0.00428392561680429,0.0326960258366417,0.0262999576067306,"CD83/IL23A/NCKAP1L",3
"BP","GO:0051252","regulation of RNA metabolic process","18/40","469/1855",0.0383795309168444,1.77985074626866,2.89976527068253,0.00483937245406266,0.0366985744433085,0.0295195188830813,"EIF1/CD81/IL23A/HNRNPC/CDK6/TSC22D1/IKZF1/IRF1/ZFP36L2/CEBPB/IL4I1/XBP1/RELB/RIF1/IRF2BP2/ARID1B/PAIP1/RBM23",18
"BP","GO:0042100","B cell proliferation","3/40","17/1855",0.176470588235294,8.18382352941176,4.41625262305984,0.00512458926526463,0.0386139433172488,0.0310601991002295,"CD81/IL7R/NCKAP1L",3
"BP","GO:1900180","regulation of protein localization to nucleus","4/40","34/1855",0.117647058823529,5.45588235294118,3.89192755196679,0.00539317729513593,0.0403805616464924,0.0324812276802324,"LMNA/XBP1/RASSF5/JAK1",4
"BP","GO:0002377","immunoglobulin production","3/40","18/1855",0.166666666666667,7.72916666666667,4.25784164347253,0.00605816195024506,0.0447925349196244,0.0360301210725101,"XBP1/RIF1/SWAP70",3
"BP","GO:0045598","regulation of fat cell differentiation","3/40","18/1855",0.166666666666667,7.72916666666667,4.25784164347253,0.00605816195024506,0.0447925349196244,0.0360301210725101,"ZFP36L2/CEBPB/XBP1",3
"BP","GO:0001818","negative regulation of cytokine production","5/40","56/1855",0.0892857142857143,4.140625,3.54193886738374,0.0061431944805504,0.0451391246614355,0.0363089101694512,"CD83/IL23A/RELB/NCKAP1L/GPNMB",5
"BP","GO:0006357","regulation of transcription by RNA polymerase II","13/40","294/1855",0.0442176870748299,2.05059523809524,2.91443375022945,0.00636581033487301,0.0464861334947825,0.0373924141827498,"CD81/IL23A/CDK6/TSC22D1/IKZF1/IRF1/CEBPB/IL4I1/XBP1/RELB/RIF1/IRF2BP2/ARID1B",13
"BP","GO:0031324","negative regulation of cellular metabolic process","16/40","406/1855",0.0394088669950739,1.82758620689655,2.8001971789979,0.00685028072725127,0.0497170681002347,0.0399913062798524,"CD83/IL23A/HNRNPC/CDK6/LMNA/IKZF1/IRF1/ZFP36L2/CEBPB/XBP1/RELB/NCKAP1L/RIF1/IRF2BP2/PAIP1/GPNMB",16
"BP","GO:0042093","T-helper cell differentiation","3/40","19/1855",0.157894736842105,7.32236842105263,4.11118298867701,0.00708727718545757,0.0511234689658311,0.0411225839258899,"IL23A/RELB/JAK1",3
"BP","GO:0002440","production of molecular mediator of immune response","4/40","37/1855",0.108108108108108,5.01351351351351,3.65995038504341,0.00733040085001252,0.0525567527609988,0.0422754856039,"CD81/XBP1/RIF1/SWAP70",4
"BP","GO:0051253","negative regulation of RNA metabolic process","10/40","201/1855",0.0497512437810945,2.30721393034826,2.91288600701147,0.0081484011862602,0.0574999994736351,0.0462517235611213,"HNRNPC/CDK6/IKZF1/IRF1/CEBPB/XBP1/RELB/RIF1/IRF2BP2/PAIP1",10
"BP","GO:0002287","alpha-beta T cell activation involved in immune response","3/40","20/1855",0.15,6.95625,3.97481049089569,0.00821428563909074,0.0574999994736351,0.0462517235611213,"IL23A/RELB/JAK1",3
"BP","GO:0002293","alpha-beta T cell differentiation involved in immune response","3/40","20/1855",0.15,6.95625,3.97481049089569,0.00821428563909074,0.0574999994736351,0.0462517235611213,"IL23A/RELB/JAK1",3
"BP","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","3/40","20/1855",0.15,6.95625,3.97481049089569,0.00821428563909074,0.0574999994736351,0.0462517235611213,"IL23A/RELB/JAK1",3
"BP","GO:0002292","T cell differentiation involved in immune response","3/40","21/1855",0.142857142857143,6.625,3.84750377279681,0.00944126789742101,0.0645608088014396,0.0519312818939373,"IL23A/RELB/JAK1",3
"BP","GO:0032609","type II interferon production","3/40","21/1855",0.142857142857143,6.625,3.84750377279681,0.00944126789742101,0.0645608088014396,0.0519312818939373,"IL23A/EBI3/CD276",3
"BP","GO:0032649","regulation of type II interferon production","3/40","21/1855",0.142857142857143,6.625,3.84750377279681,0.00944126789742101,0.0645608088014396,0.0519312818939373,"IL23A/EBI3/CD276",3
"BP","GO:1903707","negative regulation of hemopoiesis","3/40","21/1855",0.142857142857143,6.625,3.84750377279681,0.00944126789742101,0.0645608088014396,0.0519312818939373,"CDK6/TSC22D1/IRF1",3
"BP","GO:0045637","regulation of myeloid cell differentiation","4/40","40/1855",0.1,4.6375,3.45176506402689,0.00968150544269767,0.0658231088431686,0.0529466480350798,"IL23A/CDK6/CEBPB/NCKAP1L",4
"BP","GO:0006366","transcription by RNA polymerase II","13/40","310/1855",0.0419354838709677,1.94475806451613,2.70510270510406,0.0100353745286506,0.0678391318136778,0.0545682921738353,"CD81/IL23A/CDK6/TSC22D1/IKZF1/IRF1/CEBPB/IL4I1/XBP1/RELB/RIF1/IRF2BP2/ARID1B",13
"BP","GO:0006413","translational initiation","5/40","63/1855",0.0793650793650794,3.68055555555555,3.21271817749116,0.0101176342175782,0.0680065981783806,0.05470299840126,"EIF1/SH3BGRL/ABCF1/EIF4G3/PAIP1",5
"BP","GO:0002274","myeloid leukocyte activation","4/40","41/1855",0.0975609756097561,4.52439024390244,3.38691130171973,0.0105628656429105,0.0705981359071361,0.0567875738399707,"LCP2/NECTIN2/RELB/LAT2",4
"BP","GO:0002702","positive regulation of production of molecular mediator of immune response","3/40","22/1855",0.136363636363636,6.32386363636364,3.72823755538032,0.0107700467955043,0.0711785774250367,0.0572544681160592,"CD81/XBP1/RIF1",3
"BP","GO:0002761","regulation of myeloid leukocyte differentiation","3/40","22/1855",0.136363636363636,6.32386363636364,3.72823755538032,0.0107700467955043,0.0711785774250367,0.0572544681160592,"IL23A/CDK6/CEBPB",3
"BP","GO:0006446","regulation of translational initiation","4/40","42/1855",0.0952380952380952,4.41666666666667,3.32410627150035,0.0114949348687434,0.0755472663873523,0.0607685445692632,"EIF1/SH3BGRL/EIF4G3/PAIP1",4
"BP","GO:0010605","negative regulation of macromolecule metabolic process","16/40","430/1855",0.0372093023255814,1.72558139534884,2.54776566147001,0.0121783132643705,0.0788808841768922,0.0634500327409446,"CD83/IL23A/HNRNPC/CDK6/LMNA/IKZF1/IRF1/ZFP36L2/CEBPB/XBP1/RELB/NCKAP1L/RIF1/IRF2BP2/PAIP1/GPNMB",16
"BP","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","3/40","23/1855",0.130434782608696,6.04891304347826,3.61614319930234,0.0122021993274482,0.0788808841768922,0.0634500327409446,"IL7R/IL23A/JAK1",3
"BP","GO:0030316","osteoclast differentiation","3/40","23/1855",0.130434782608696,6.04891304347826,3.61614319930234,0.0122021993274482,0.0788808841768922,0.0634500327409446,"CD81/IL23A/CEBPB",3
"BP","GO:0002698","negative regulation of immune effector process","3/40","24/1855",0.125,5.796875,3.51047913491192,0.0137390681484429,0.0879102653094369,0.0707130665477874,"IL7R/IL4I1/NCKAP1L",3
"BP","GO:0010629","negative regulation of gene expression","10/40","217/1855",0.0460829493087558,2.13709677419355,2.64555558980146,0.0138219013926925,0.0879102653094369,0.0707130665477874,"CD83/IL23A/HNRNPC/LMNA/ZFP36L2/RELB/NCKAP1L/RIF1/PAIP1/GPNMB",10
"BP","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","10/40","217/1855",0.0460829493087558,2.13709677419355,2.64555558980146,0.0138219013926925,0.0879102653094369,0.0707130665477874,"HNRNPC/CDK6/IKZF1/IRF1/CEBPB/XBP1/RELB/RIF1/IRF2BP2/PAIP1",10
"BP","GO:0002690","positive regulation of leukocyte chemotaxis","3/40","25/1855",0.12,5.565,3.41060784929012,0.0153817726804112,0.0967906227708853,0.0778562290206703,"IL23A/NCKAP1L/SWAP70",3
"BP","GO:0097696","cell surface receptor signaling pathway via STAT","3/40","25/1855",0.12,5.565,3.41060784929012,0.0153817726804112,0.0967906227708853,0.0778562290206703,"IL7R/IL23A/JAK1",3
"BP","GO:0001906","cell killing","4/40","47/1855",0.0851063829787234,3.9468085106383,3.03702367351663,0.0169512202144746,0.106102082083193,0.0853461602555557,"IL7R/IL23A/NECTIN2/NCKAP1L",4
"BP","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","2/40","10/1855",0.2,9.275,3.8941830586852,0.0182929143030022,0.108746319700762,0.0874731263153346,"RIF1/SWAP70",2
"BP","GO:0002208","somatic diversification of immunoglobulins involved in immune response","2/40","10/1855",0.2,9.275,3.8941830586852,0.0182929143030022,0.108746319700762,0.0874731263153346,"RIF1/SWAP70",2
